,iyear,imonth,iday,country,region,provstate,city,latitude,longitude,attacktype1,attacktype2,attacktype3,targtype1,natlty1,targtype2,natlty2,targtype3,natlty3,gname,gname2,gname3,weaptype1,weaptype2,weaptype3,weaptype4,nkill,nwound,population
31345,2015,12,17,95,10,Nineveh,Kasik,"36,469528","42,670578",9,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,11.0,,0.0
31353,2015,12,17,228,10,Hadramawt,Bin Eifan,"15,771811","48,313383",9,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,13,,,,0.0,0.0,0.0
31366,2015,12,18,95,10,Nineveh,Mosul,"36,354145","43,14357",9,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,9.0,13.0,2065597.0
31367,2015,12,18,95,10,Nineveh,Umran,"36,433522","43,37275",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,,,0.0
31370,2015,12,18,6,10,Constantine,Djebel el-Wahch,"36,397392","6,658306",3,,,4,6.0,,,,,Algeria Province of the Islamic State,,,6,,,,0.0,4.0,0.0
31371,2015,12,18,155,10,West Bank,Qalandiyah,"31,861471","35,208427",8,,,3,97.0,4.0,97.0,,,Palestinian Extremists,,,10,,,,0.0,1.0,25595.0
31372,2015,12,18,155,10,West Bank,Silwad,"31,9793","35,261948",8,,,4,97.0,,,,,Palestinian Extremists,,,10,,,,1.0,0.0,7006.0
31384,2015,12,18,60,10,North Sinai,Rafah,"31,250196","34,24128",2,,,14,155.0,,,,,Sinai Province of the Islamic State,,,5,,,,1.0,0.0,0.0
31394,2015,12,19,113,10,Nuqat Al Khams,Sabratah,"32,791561","12,489026",3,,,4,113.0,,,,,Tripoli Province of the Islamic State,,,6,,,,0.0,2.0,102038.0
31402,2015,12,19,97,10,Central,Raanana,"32,187722","34,868539",2,,,14,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,4.0,80773.0
31405,2015,12,19,173,10,Najran,Najran,"17,554939","44,232357",3,,,14,92.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,3.0,,0.0
31406,2015,12,19,209,10,Sirnak,Cizre,"37,332346","42,185474",3,,,1,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,80992.0
31411,2015,12,19,209,10,Mardin,Nusaybin,"37,080181","41,220196",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,3.0,88977.0
31412,2015,12,19,155,10,West Bank,Qalandiyah,"31,861471","35,208427",2,,,4,97.0,,,,,Palestinian Extremists,,,6,5.0,,,0.0,2.0,25595.0
31426,2015,12,20,60,10,North Sinai,Arish,"31,126646","33,800865",1,,,4,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,0.0,0.0,128855.0
31427,2015,12,20,155,10,West Bank,Hebron,"31,530243","35,094162",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,1.0,160470.0
31443,2015,12,18,228,10,Marib,Marib,"15,45639","45,324871",3,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,16794.0
31446,2015,12,20,209,10,Sirnak,,"37,418748","42,491834",9,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,1.0,0.0,0.0
31454,2015,12,21,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,7.0,7216000.0
31458,2015,12,21,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,6.0,7216000.0
31460,2015,12,21,113,10,Sirte,Abu Najim,"30,15058","16,912251",4,,,1,113.0,,,,,Tripoli Province of the Islamic State,,,13,,,,0.0,0.0,1.0
31471,2015,12,21,209,10,Bitlis,Olek,"38,647452","42,355497",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,2.0,6.0,1.0
31472,2015,12,21,209,10,Diyarbakir,Sur district,"38,059761","40,388604",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,2.0,0.0
31481,2015,12,21,173,10,Jazan,Jazan,"16,893194","42,57526",3,,,6,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,105198.0
31482,2015,12,21,173,10,Jazan,Jazan,"16,893194","42,57526",3,,,6,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,105198.0
31484,2015,12,21,95,10,Al Anbar,Ramadi,"33,420948","43,295662",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,4.0,0.0,274539.0
31486,2015,12,21,200,10,Damascus,Damascus,"33,515244","36,292084",3,,,14,200.0,,,,,Jaysh al-Islam (Syria),,,6,,,,1.0,9.0,1569394.0
31490,2015,12,22,113,10,Tripoli,Tripoli,"32,867867","13,189067",3,,,15,113.0,,,,,Ansar al-Sharia (Libya),Tripoli Province of the Islamic State,,6,,,,0.0,0.0,1150989.0
31494,2015,12,22,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,4.0,7216000.0
31501,2015,12,22,95,10,Al Anbar,Amiriyat al-Fallujah,"33,163559","43,863106",2,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,7.0,1.0,0.0
31503,2015,12,22,95,10,Nineveh,Mosul,"36,354145","43,14357",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,17.0,0.0,2065597.0
31511,2015,12,22,200,10,Deir ez-Zor,Deir ez-Zor,"35,333061","40,138737",3,,,8,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,9.0,20.0,242565.0
31513,2015,12,22,209,10,Sirnak,,"37,418748","42,491834",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,2.0,0.0
31518,2015,12,22,95,10,Al Anbar,Albu Diab,"33,448437","43,26757",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,15.0,12.0,0.0
31522,2015,12,22,155,10,West Bank,Beitillu,"31,977092","35,115483",8,,,14,155.0,,,,,Israeli extremists,,,2,,,,0.0,0.0,2978.0
31525,2015,12,22,209,10,,,,,3,,,8,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,2.0
31526,2015,12,22,209,10,Mardin,Nusaybin district,"37,151137","41,327711",3,,,21,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,0.0
31527,2015,12,22,209,10,Sirnak,Sirnak,"37,523315","42,449206",2,,,8,209.0,14.0,209.0,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0.0,52743.0
31534,2015,12,23,95,10,Diyala,Khalis,"33,848618","44,522125",3,,,19,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,10.0,0.0
31535,2015,12,23,95,10,Diyala,Khalis,"33,848618","44,522125",3,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,4.0,8.0,0.0
31538,2015,12,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,6.0,7216000.0
31545,2015,12,23,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,15,97.0,14.0,97.0,,,Palestinian Extremists,,,9,,,,4.0,1.0,801000.0
31546,2015,12,23,209,10,Mardin,Dargecit,"37,54434","41,716762",2,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,2.0,2.0,20793.0
31548,2015,12,23,209,10,Istanbul,Istanbul,"41,106178","28,689863",3,,,6,209.0,,,,,Kurdistan Freedom Hawks (TAK),,,6,,,,1.0,1.0,0.0
31549,2015,12,23,209,10,Diyarbakir,Sur district,"38,059761","40,388604",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,7.0,0.0
31561,2015,12,23,200,10,Deir ez-Zor,Deir ez-Zor,"35,333061","40,138737",3,,,4,200.0,17.0,200.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,14.0,20.0,242565.0
31562,2015,12,23,173,10,Asir,,"19,118069","42,86235",3,,,4,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,1.0
31563,2015,12,23,200,10,Idlib,,"35,931076","36,634377",6,,,15,95.0,,,,,Muslim extremists,,,13,,,,0.0,0.0,128840.0
31571,2015,12,24,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,5.0,7216000.0
31574,2015,12,24,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,7.0,0.0,274539.0
31586,2015,12,24,155,10,West Bank,Al-Ram,"31,853195","35,231167",8,,,3,97.0,4.0,97.0,,,Palestinian Extremists,,,10,,,,1.0,1.0,25595.0
31587,2015,12,24,209,10,Diyarbakir,Diyarbakir,"36,866186","34,486357",9,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,3.0,0.0,0.0
31588,2015,12,24,155,10,West Bank,Ariel,"32,104637","35,174514",2,,,14,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,2.0,17668.0
31589,2015,12,24,155,10,West Bank,Hebron,"31,530243","35,094162",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,0.0,160470.0
31590,2015,12,24,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,3,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,1.0,2.0,128855.0
31598,2015,12,24,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,11.0,16.0,274539.0
31611,2015,12,25,113,10,Derna,Derna,"32,760422","22,635265",3,,,3,113.0,,,,,Barqa Province of the Islamic State,,,6,,,,0.0,0.0,78782.0
31615,2015,12,25,95,10,Al Anbar,Khalidiyah,"33,388054","43,5317",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,0.0
31620,2015,12,25,155,10,West Bank,Silwad,"31,9793","35,261948",8,,,4,97.0,,,,,Palestinian Extremists,,,10,,,,1.0,0.0,7006.0
31640,2015,12,25,200,10,Aleppo,Bashkoy,"36,039722","37,3075",3,,,4,200.0,,,,,Al-Nusrah Front,,,6,13.0,,,72.0,,0.0
31642,2015,12,25,228,10,Sanaa,Jabal al-Salb,"15,316891","44,474802",9,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,,,0.0
31645,2015,12,26,155,10,West Bank,Hawara,"32,154514","35,258553",8,,,4,97.0,,,,,Palestinian Extremists,,,10,,,,1.0,1.0,8535.0
31650,2015,12,26,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,4.0,7216000.0
31652,2015,12,26,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,7.0,7216000.0
31658,2015,12,26,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,3,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,0.0,801000.0
31675,2015,12,27,209,10,Gaziantep,Gaziantep,"37,067631","37,37315",1,,,10,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,1.0,0.0,1065975.0
31685,2015,12,27,95,10,Nineveh,Bashiqah,"36,447495","43,351059",3,,,17,95.0,4.0,209.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,3.0,0.0
31686,2015,12,26,228,10,Marib,Marib,"15,45639","45,324871",3,,,2,228.0,4.0,228.0,,,Houthi extremists (Ansar Allah),,,6,,,,5.0,5.0,16794.0
31687,2015,12,27,228,10,Taizz,Taizz,"13,586484","44,024105",9,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,,,615222.0
31688,2015,12,26,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,1.0,11.0,615222.0
31689,2015,12,26,173,10,Najran,,"18,350015","45,509294",3,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,1.0
31690,2015,12,27,173,10,,,,,3,,,20,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,2.0
31691,2015,12,27,155,10,West Bank,Hawara,"32,154514","35,258553",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,2.0,2.0,8535.0
31692,2015,12,27,97,10,Jerusalem,Jerusalem,"31,771599","35,2034",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,1.0,801000.0
31693,2015,12,27,155,10,West Bank,Maaleh Shomron,"32,165406","35,069744",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,0.0,7727.0
31694,2015,12,27,155,10,West Bank,Hebron,"31,530243","35,094162",2,,,20,,,,,,Palestinian Extremists,,,9,,,,0.0,0.0,160470.0
31696,2015,12,27,209,10,Sirnak,Cizre,"37,331301","42,184074",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,3.0,2.0,80992.0
31710,2015,12,27,95,10,Diyala,Tawakol,"33,94857","44,915994",9,,,3,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,3.0,4.0,50698.0
31711,2015,12,27,95,10,Nineveh,Mosul,"36,354145","43,14357",1,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,8.0,0.0,2065597.0
31730,2015,12,28,228,10,Taizz,Waziiyah district,"13,181362","43,728558",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,2.0,4.0,109.0
31731,2015,12,28,228,10,Taizz,At Turbah,"13,212723","44,12413",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,3.0,20.0,0.0
31736,2015,12,28,95,10,Babil,Mahmudiyah,"33,057991","44,354839",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,8.0,0.0
31740,2015,12,28,95,10,Saladin,Al-Layn,"34,929169","43,49326",9,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,2.0,0.0,36454.0
31742,2015,12,28,200,10,Homs,Homs,"34,717705","36,722824",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),Al-Nusrah Front,,6,,,,16.0,45.0,775404.0
31743,2015,12,28,200,10,Homs,Homs,"34,717705","36,722824",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),Al-Nusrah Front,,6,,,,17.0,45.0,775404.0
31755,2015,12,28,209,10,Diyarbakir,Sur district,"38,059761","40,388604",3,,,4,209.0,3.0,209.0,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,9.0,0.0
31761,2015,12,28,95,10,Arbil,Makhmur,"35,768353","43,588966",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,5.0,,,3.0,0.0,0.0
31775,2015,12,29,113,10,Misrata,Ziltan,"32,468399","14,567225",1,,,15,113.0,,,,,Ansar al-Sharia (Libya),,,6,,,,1.0,2.0,109972.0
31779,2015,12,29,228,10,Adan,Shaykh Uthman,"12,867085","44,981911",1,,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0.0,0.0
31784,2015,12,29,209,10,Diyarbakir,Sur district,"38,059761","40,388604",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,0.0,1.0,0.0
31785,2015,12,30,209,10,Diyarbakir,Sur district,"38,059761","40,388604",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,2.0,0.0
31792,2015,12,29,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,12.0,,274539.0
31793,2015,12,29,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,2,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,274539.0
31797,2015,12,29,95,10,Nineveh,Kasik,"36,469528","42,670578",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
31816,2015,12,30,200,10,Al Hasakah,Qamishli,"37,05336","41,227345",3,,,1,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,9.0,16.0,88977.0
31817,2015,12,30,200,10,Al Hasakah,Qamishli,"37,05336","41,227345",3,,,1,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,9.0,15.0,88977.0
31821,2015,12,30,95,10,Saladin,Samarra district,"34,166004","43,905515",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,12.0,,158508.0
31822,2015,12,30,95,10,Al Anbar,Al-Sherka,"33,435279","43,281158",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,40.0,,274539.0
31828,2015,12,30,60,10,Giza,Giza,"30,022924","31,185192",3,,,3,60.0,,,,,Islamic State in Egypt,,,6,,,,0.0,0.0,2443203.0
31832,2015,12,30,113,10,Sirte,Nawfaliyah,"30,780207","17,837408",6,2.0,,2,113.0,,,,,Tripoli Province of the Islamic State,,,5,,,,1.0,2.0,0.0
31837,2015,12,31,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,7.0,7216000.0
31839,2015,12,31,228,10,Adan,Aden,"12,825647","44,846416",6,,,8,228.0,,,,,Muslim extremists,,,5,,,,,,1.0
31841,2015,12,31,228,10,Marib,,"15,515888","45,449807",7,,,21,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,0.0,0.0,70.0
31842,2015,12,31,228,10,Taizz,Al-Thawrah,"13,411003","43,627374",3,,,1,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,90.0
31843,2015,12,31,173,10,Asir,Abha,"18,23429","42,657574",3,,,6,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,0.0
31846,2015,12,31,155,10,West Bank,Hawara,"32,154514","35,258553",8,,,4,97.0,,,,,Palestinian Extremists,,,10,,,,1.0,1.0,8535.0
31847,2015,12,31,209,10,Mardin,Kiziltepe,"37,193111","40,587036",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,0.0,150174.0
31864,2015,12,31,113,10,Jufra,Zillah,"28,546913","17,535864",6,,,14,60.0,,,,,Fezzan Province of the Islamic State,Qaddafi loyalists,,5,,,,0.0,0.0,0.0
31868,2016,1,1,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,4.0,7216000.0
31872,2016,1,1,209,10,Sirnak,Cizre district,"37,332346","42,185474",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,4.0,80992.0
31873,2016,1,1,209,10,Diyarbakir,Sur district,"38,064584","40,381766",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,2.0,0.0
31881,2016,1,1,228,10,Abyan,,"13,659076","46,030868",2,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,3.0,3.0,0.0
31882,2016,1,1,95,10,Al Anbar,Tharthar,"33,683266","43,473259",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,11.0,17.0,0.0
31908,2016,1,2,95,10,Nineveh,Qayyarah,"35,79813","43,294178",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,83.0,0.0,0.0
31909,2016,1,2,95,10,Al Anbar,Fallujah,"33,349159","43,784199",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,8.0,2.0,190159.0
31913,2016,1,2,113,10,Benghazi,Benghazi,"32,069286","20,151144",9,,,4,113.0,,,,,Barqa Province of the Islamic State,,,13,,,,2.0,4.0,0.0
31925,2016,1,3,95,10,Saladin,Tikrit,"34,675551","43,550642",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,11.0,7.0,0.0
31926,2016,1,3,95,10,Babil,Hillah,"32,469238","44,416637",3,,,15,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,289709.0
31927,2016,1,3,95,10,Babil,Sinjar,"32,531145","44,411396",3,,,15,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
31928,2016,1,3,95,10,Babil,Iskandariyah,"32,887157","44,341637",3,,,15,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
31934,2016,1,3,95,10,Al Anbar,Hayy al-Jamiah,"33,055448","43,714248",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,9.0,0.0,1.0
31935,2016,1,3,95,10,Al Anbar,Hadithah district,"34,266661","42,528929",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,13.0,,1.0
31936,2016,1,3,95,10,Saladin,Munshaat al-Muthanna,"34,533753","43,483738",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,,,0.0
31937,2016,1,3,95,10,Al Anbar,Tharthar,"33,683266","43,473259",2,,,9,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,,,0.0
31938,2016,1,3,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,4.0,7216000.0
31941,2016,1,3,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,18.0,,2065597.0
31942,2016,1,3,95,10,Nineveh,Tal Masud,"36,229574","42,236244",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,3.0,0.0,0.0
31943,2016,1,3,155,10,West Bank,Hebron,"31,530243","35,094162",2,,,4,97.0,,,,,Palestinian Extremists,,,5,,,,0.0,1.0,160470.0
31944,2016,1,3,155,10,West Bank,Hakvasim,"31,532587","35,099625",2,,,4,97.0,,,,,Palestinian Extremists,,,5,,,,0.0,1.0,160470.0
31945,2016,1,3,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,14,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,0.0,801000.0
31946,2016,1,3,209,10,Diyarbakir,Sur district,"38,059761","40,388604",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,0.0,0.0
31953,2016,1,3,95,10,Babil,Yusufiyah,"33,07835","44,254719",3,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,3.0,0.0
31954,2016,1,3,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,7,173.0,,,,,Harakat al-Nujaba,,,6,,,,0.0,0.0,7216000.0
31958,2016,1,3,228,10,Adan,Aden,"12,825647","44,846416",1,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,13,,,,1.0,4.0,1.0
31961,2016,1,3,209,10,Sirnak,Silopi district,"37,2487","42,4713",2,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,2.0,74798.0
31969,2016,1,4,113,10,Sirte,Sidra,"30,63179","18,351568",3,,,3,113.0,14.0,113.0,,,Tripoli Province of the Islamic State,,,6,13.0,,,7.0,9.0,0.0
31970,2016,1,4,113,10,Sirte,Ras Lanuf,"30,491793","18,547119",2,,,3,113.0,,,,,Tripoli Province of the Islamic State,,,6,5.0,,,0.0,0.0,0.0
31983,2016,1,4,97,10,Jerusalem,Jerusalem,"31,771599","35,2034",2,,,14,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,3.0,801000.0
31984,2016,1,4,97,10,Golan Heights,Hor Dov,"33,291512","35,723404",3,,,4,97.0,,,,,Hezbollah,,,6,,,,0.0,,0.0
31985,2016,1,4,209,10,Diyarbakir,Sur district,"38,064584","40,381766",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,0.0
31993,2016,1,4,95,10,Al Anbar,Hadithah,"34,160587","42,37254",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,112.0,30.0,30925.0
31995,2016,1,4,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,4,60.0,14.0,60.0,,,Sinai Province of the Islamic State,,,6,,,,0.0,2.0,128855.0
31998,2016,1,4,228,10,Adan,Aden,"12,825647","44,846416",2,,,15,228.0,,,,,Adan-Abyan Province of the Islamic State,,,5,,,,1.0,0.0,1.0
32000,2016,1,4,228,10,Hadramawt,Mukalla,"14,54397","49,12458",6,,,14,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,12.0,,,1.0,0.0,258132.0
32002,2016,1,4,113,10,Sirte,Ras Lanuf,"30,491793","18,547119",6,,,14,214.0,,,,,Tripoli Province of the Islamic State,,,13,,,,0.0,0.0,0.0
32006,2016,1,5,113,10,Sirte,Sidra,"30,63179","18,351568",3,,,1,113.0,,,,,Tripoli Province of the Islamic State,,,6,,,,0.0,0.0,0.0
32009,2016,1,5,95,10,Saladin,Mushahidah,"33,649971","44,261543",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,4.0,0.0
32010,2016,1,5,95,10,Babil,Yusufiyah,"33,07835","44,254719",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,9.0,0.0
32014,2016,1,5,228,10,Adan,Aden,"12,825647","44,846416",1,,,2,228.0,2.0,228.0,3.0,228.0,Adan-Abyan Province of the Islamic State,,,6,6.0,5.0,,2.0,8.0,1.0
32015,2016,1,5,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,3.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,5.0,0.0,274539.0
32016,2016,1,5,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,274539.0
32017,2016,1,5,155,10,West Bank,Alon Shvut,"31,647329","35,132364",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,1.0,12238.0
32027,2016,1,5,95,10,Al Anbar,Nukhayb,"32,04298","42,254261",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,5.0,2.0,0.0
32029,2016,1,5,95,10,Kirkuk,Shaut,"35,324825","43,766922",6,,,17,95.0,14.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,0.0
32030,2016,1,5,95,10,Kirkuk,Haot,"35,324825","43,766922",6,,,17,95.0,14.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,0.0
32031,2016,1,5,209,10,Sirnak,Sirnak,"37,518974","42,453714",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,52743.0
32038,2016,1,2,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",2,,,10,228.0,,,,,Houthi extremists (Ansar Allah),,,5,9.0,,,0.0,1.0,1937451.0
